label,start_s,end_s,duration_s,mean_confidence
Step2_PalmOverDorsum,0.000000,0.400000,0.400000,0.409274
Step5_ThumbRub,0.500000,1.300000,0.800000,0.368785
Step2_PalmOverDorsum,1.400000,2.800000,1.400000,0.432680
Step5_ThumbRub,2.900000,3.600000,0.700000,0.421994
