label,start_s,end_s,duration_s,mean_confidence
Step2_PalmOverDorsum,0.000000,0.800000,0.800000,0.557648
Step4_BackOfFingers,0.900000,1.900000,1.000000,0.419975
Step2_PalmOverDorsum,2.000000,3.000000,1.000000,0.601075
