label,start_s,end_s,duration_s,mean_confidence
Step5_ThumbRub,0.000000,0.400000,0.400000,0.506343
Step2_PalmOverDorsum,0.500000,4.000000,3.500000,0.606667
Step4_BackOfFingers,4.100000,4.800000,0.700000,0.419402
Other,4.900000,5.600000,0.700000,0.394985
Step5_ThumbRub,5.700000,6.500000,0.800000,0.340952
Other,6.600000,6.600000,0.000000,0.226488
Step2_PalmOverDorsum,6.700000,7.900000,1.200000,0.386756
Other,8.000000,9.000000,1.000000,0.489321
