label,start_s,end_s,duration_s,mean_confidence
Step4_BackOfFingers,0.000000,0.700000,0.700000,0.629346
Step2_PalmOverDorsum,0.800000,1.300000,0.500000,0.474216
Step4_BackOfFingers,1.400000,2.200000,0.800000,0.436774
Other,2.300000,2.700000,0.400000,0.311728
Step2_PalmOverDorsum,2.800000,5.800000,3.000000,0.468715
