label,start_s,end_s,duration_s,mean_confidence
Step2_PalmOverDorsum,0.000000,0.000000,0.000000,0.336303
Step5_ThumbRub,0.100000,0.900000,0.800000,0.353259
Step4_BackOfFingers,1.000000,1.400000,0.400000,0.318742
Step5_ThumbRub,1.500000,2.300000,0.800000,0.342254
Step2_PalmOverDorsum,2.400000,4.300000,1.900000,0.378699
Step5_ThumbRub,4.400000,4.500000,0.100000,0.311175
Step4_BackOfFingers,4.600000,5.600000,1.000000,0.497328
Step2_PalmOverDorsum,5.700000,6.100000,0.400000,0.550723
