label,start_s,end_s,duration_s,mean_confidence
Step4_BackOfFingers,0.000000,0.000000,0.000000,0.428677
Step5_ThumbRub,0.100000,1.100000,1.000000,0.407590
Other,1.200000,1.300000,0.100000,0.296365
Step2_PalmOverDorsum,1.400000,2.500000,1.100000,0.372597
Step4_BackOfFingers,2.600000,4.800000,2.200000,0.626082
Step2_PalmOverDorsum,4.900000,6.500000,1.600000,0.741790
