label,start_s,end_s,duration_s,mean_confidence
Step5_ThumbRub,0.000000,4.700000,4.700000,0.550591
Other,4.800000,5.700000,0.900000,0.539464
Step2_PalmOverDorsum,5.800000,10.400000,4.599999,0.578901
Other,10.500000,11.300000,0.800000,0.339179
Step2_PalmOverDorsum,11.400000,12.000000,0.600000,0.334889
Step5_ThumbRub,12.100000,13.600000,1.500000,0.424785
Step4_BackOfFingers,13.700000,14.500000,0.800000,0.532075
Other,14.600000,15.600000,1.000000,0.378252
