label,start_s,end_s,duration_s,mean_confidence
Step4_BackOfFingers,0.000000,2.700000,2.700000,0.469194
Step5_ThumbRub,2.800000,4.800000,2.000000,0.460201
Step2_PalmOverDorsum,4.900000,5.700000,0.800000,0.513824
Step5_ThumbRub,5.800000,6.800000,1.000000,0.460210
Step2_PalmOverDorsum,6.900000,7.700000,0.800000,0.467160
Step5_ThumbRub,7.800000,8.600000,0.800000,0.502785
Step2_PalmOverDorsum,8.700000,8.900000,0.200000,0.482597
