label,start_s,end_s,duration_s,mean_confidence
Step2_PalmOverDorsum,0.000000,1.200000,1.200000,0.516905
Step5_ThumbRub,1.300000,2.700000,1.400000,0.392301
Other,2.800000,3.600000,0.800000,0.445637
