label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,1.600000,1.600000,0.000000
Step2_PalmOverDorsum,1.800000,2.600000,0.800000,0.684329
No action,2.800000,8.600000,5.800000,0.000000
