label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,1.400000,1.400000,0.792146
No action,1.600000,8.800000,7.200000,0.000000
Step2_PalmOverDorsum,9.000000,9.400000,0.400000,0.613740
No action,9.600000,12.400000,2.799999,0.000000
Step2_PalmOverDorsum,12.600000,12.600000,0.000000,0.600482
No action,12.800000,15.000000,2.200000,0.000000
