label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,0.200000,0.200000,0.000000
Step2_PalmOverDorsum,0.400000,0.400000,0.000000,0.611915
No action,0.600000,1.200000,0.600000,0.000000
Step2_PalmOverDorsum,1.400000,2.000000,0.600000,0.623938
No action,2.200000,2.200000,0.000000,0.000000
Step2_PalmOverDorsum,2.400000,13.000000,10.600000,0.744828
