label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,1.000000,1.000000,0.000000
Step2_PalmOverDorsum,1.200000,6.200000,5.000000,0.738709
No action,6.400000,10.200000,3.800000,0.000000
