label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,3.000000,3.000000,0.643138
No action,3.200000,6.800000,3.600000,0.000000
Step2_PalmOverDorsum,7.000000,7.000000,0.000000,0.610313
No action,7.200000,7.200000,0.000000,0.000000
Step2_PalmOverDorsum,7.400000,9.400000,2.000000,0.650205
No action,9.600000,15.400000,5.799999,0.000000
Step2_PalmOverDorsum,15.600000,16.400000,0.799999,0.641587
No action,16.600000,23.000000,6.400000,0.000000
