label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,2.800000,2.800000,0.000000
Step2_PalmOverDorsum,3.000000,3.800000,0.800000,0.619417
No action,4.000000,8.200000,4.200000,0.000000
Step2_PalmOverDorsum,8.400000,9.000000,0.600000,0.631864
No action,9.200000,12.600000,3.400001,0.000000
Step2_PalmOverDorsum,12.800000,14.600000,1.800000,0.668693
No action,14.800000,20.200001,5.400001,0.000000
