label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,2.000000,2.000000,0.000000
Step2_PalmOverDorsum,2.200000,2.800000,0.600000,0.626312
No action,3.000000,8.800000,5.800000,0.000000
Step2_PalmOverDorsum,9.000000,11.800000,2.800000,0.888515
