label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,6.000000,6.000000,0.740286
No action,6.200000,7.800000,1.600000,0.000000
Step2_PalmOverDorsum,8.000000,9.800000,1.800000,0.672937
