label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,5.800000,5.800000,0.746787
No action,6.000000,6.400000,0.400000,0.000000
Step2_PalmOverDorsum,6.600000,7.600000,1.000000,0.622472
No action,7.800000,8.000000,0.200000,0.000000
Step2_PalmOverDorsum,8.200000,8.200000,0.000000,0.614273
No action,8.400000,10.400000,2.000000,0.000000
Step2_PalmOverDorsum,10.600000,13.800000,3.200000,0.712202
