label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,1.200000,1.200000,0.752755
No action,1.400000,4.800000,3.400000,0.000000
Step2_PalmOverDorsum,5.000000,7.000000,2.000000,0.667451
No action,7.200000,10.600000,3.400001,0.000000
