label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,0.800000,0.800000,0.651446
No action,1.000000,4.000000,3.000000,0.000000
Step2_PalmOverDorsum,4.200000,6.600000,2.400000,0.675204
No action,6.800000,8.800000,2.000000,0.000000
Step2_PalmOverDorsum,9.000000,9.000000,0.000000,0.603233
No action,9.200000,11.200000,2.000000,0.000000
Step2_PalmOverDorsum,11.400000,14.800000,3.400001,0.739627
