label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,1.800000,1.800000,0.708847
No action,2.000000,4.600000,2.600000,0.000000
Step2_PalmOverDorsum,4.800000,10.400000,5.599999,0.719868
No action,10.600000,12.600000,2.000000,0.000000
Step2_PalmOverDorsum,12.800000,13.600000,0.800000,0.632074
