label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,1.800000,1.800000,0.000000
Step2_PalmOverDorsum,2.000000,2.000000,0.000000,0.606453
No action,2.200000,10.200000,8.000000,0.000000
