label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,3.000000,3.000000,0.775658
No action,3.200000,4.200000,1.000000,0.000000
Step2_PalmOverDorsum,4.400000,10.400000,6.000000,0.727663
No action,10.600000,11.600000,1.000000,0.000000
Step2_PalmOverDorsum,11.800000,12.600000,0.800000,0.623070
