label,start_s,end_s,duration_s,mean_pred_prob
No action,0.000000,4.200000,4.200000,0.000000
Step2_PalmOverDorsum,4.400000,7.000000,2.600000,0.718188
No action,7.200000,7.400000,0.200000,0.000000
Step2_PalmOverDorsum,7.600000,9.200000,1.600000,0.645562
No action,9.400000,15.200000,5.800000,0.000000
