label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,0.000000,0.000000,0.601816
No action,0.200000,4.000000,3.800000,0.000000
Step2_PalmOverDorsum,4.200000,8.000000,3.800000,0.632925
No action,8.200000,11.000000,2.800000,0.000000
