label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,5.200000,5.200000,0.711244
No action,5.400000,9.400000,4.000000,0.000000
Step2_PalmOverDorsum,9.600000,9.800000,0.200000,0.600454
No action,10.000000,10.200000,0.200000,0.000000
Step2_PalmOverDorsum,10.400000,10.400000,0.000000,0.603255
No action,10.600000,10.800000,0.200000,0.000000
