label,start_s,end_s,duration_s,mean_pred_prob
Step2_PalmOverDorsum,0.000000,1.000000,1.000000,0.710214
No action,1.200000,3.400000,2.200000,0.000000
Step2_PalmOverDorsum,3.600000,7.000000,3.400000,0.703881
No action,7.200000,7.600000,0.400000,0.000000
Step2_PalmOverDorsum,7.800000,7.800000,0.000000,0.610900
No action,8.000000,8.200000,0.200000,0.000000
Step2_PalmOverDorsum,8.400000,15.000000,6.600000,0.665528
